gebruiker;Dag;Tijd;opnamenaam;id;gesprek;gezongen;tv;stilte;muziek;skype;Energy;F;SFM;ruimgesproken;Dataset1;Dataset2;Data3
listens3;01/06/14;04_09_13;3 - audio_01-06-2014_04_09_13 01-30.mp3;1;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_09_13;3 - audio_01-06-2014_04_09_13 02-30.mp3;2;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_09_13;3 - audio_01-06-2014_04_09_13 03-30.mp3;3;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_09_13;3 - audio_01-06-2014_04_09_13 04-30.mp3;4;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_09_13;3 - audio_01-06-2014_04_09_13 05-30.mp3;5;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_09_13;3 - audio_01-06-2014_04_09_13 06-30.mp3;6;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_09_13;3 - audio_01-06-2014_04_09_13 07-30.mp3;7;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_09_13;3 - audio_01-06-2014_04_09_13 08-30.mp3;8;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_09_13;3 - audio_01-06-2014_04_09_13 09-30.mp3;9;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_09_13;3 - audio_01-06-2014_04_09_13 10-30.mp3;10;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_09_13;3 - audio_01-06-2014_04_09_13 11-30.mp3;11;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_09_13;3 - audio_01-06-2014_04_09_13 12-30.mp3;12;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_09_13;3 - audio_01-06-2014_04_09_13 13-30.mp3;13;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_09_13;3 - audio_01-06-2014_04_09_13 14-30.mp3;14;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_09_13;3 - audio_01-06-2014_04_09_13 15-30.mp3;15;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_09_13;3 - audio_01-06-2014_04_09_13 16-30.mp3;16;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_09_13;3 - audio_01-06-2014_04_09_13 17-30.mp3;17;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_09_13;3 - audio_01-06-2014_04_09_13 18-30.mp3;18;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_09_13;3 - audio_01-06-2014_04_09_13 19-30.mp3;19;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_09_13;3 - audio_01-06-2014_04_09_13 20-30.mp3;20;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_09_13;3 - audio_01-06-2014_04_09_13 21-30.mp3;21;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_09_13;3 - audio_01-06-2014_04_09_13 22-30.mp3;22;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_09_13;3 - audio_01-06-2014_04_09_13 23-30.mp3;23;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_09_13;3 - audio_01-06-2014_04_09_13 24-30.mp3;24;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_09_13;3 - audio_01-06-2014_04_09_13 25-30.mp3;25;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_09_13;3 - audio_01-06-2014_04_09_13 26-30.mp3;26;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_09_13;3 - audio_01-06-2014_04_09_13 27-30.mp3;27;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_09_13;3 - audio_01-06-2014_04_09_13 28-30.mp3;28;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_09_13;3 - audio_01-06-2014_04_09_13 29-30.mp3;29;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_09_13;3 - audio_01-06-2014_04_09_13 30-30.mp3;30;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_14_14;3 - audio_01-06-2014_04_14_14 01-30.mp3;1;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_14_14;3 - audio_01-06-2014_04_14_14 02-30.mp3;2;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_14_14;3 - audio_01-06-2014_04_14_14 03-30.mp3;3;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_14_14;3 - audio_01-06-2014_04_14_14 04-30.mp3;4;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_14_14;3 - audio_01-06-2014_04_14_14 05-30.mp3;5;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_14_14;3 - audio_01-06-2014_04_14_14 06-30.mp3;6;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_14_14;3 - audio_01-06-2014_04_14_14 07-30.mp3;7;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_14_14;3 - audio_01-06-2014_04_14_14 08-30.mp3;8;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_14_14;3 - audio_01-06-2014_04_14_14 09-30.mp3;9;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_14_14;3 - audio_01-06-2014_04_14_14 10-30.mp3;10;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_14_14;3 - audio_01-06-2014_04_14_14 11-30.mp3;11;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_14_14;3 - audio_01-06-2014_04_14_14 12-30.mp3;12;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_14_14;3 - audio_01-06-2014_04_14_14 13-30.mp3;13;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_14_14;3 - audio_01-06-2014_04_14_14 14-30.mp3;14;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_14_14;3 - audio_01-06-2014_04_14_14 15-30.mp3;15;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_14_14;3 - audio_01-06-2014_04_14_14 16-30.mp3;16;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_14_14;3 - audio_01-06-2014_04_14_14 17-30.mp3;17;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_14_14;3 - audio_01-06-2014_04_14_14 18-30.mp3;18;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_14_14;3 - audio_01-06-2014_04_14_14 19-30.mp3;19;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_14_14;3 - audio_01-06-2014_04_14_14 20-30.mp3;20;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_14_14;3 - audio_01-06-2014_04_14_14 21-30.mp3;21;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_14_14;3 - audio_01-06-2014_04_14_14 22-30.mp3;22;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_14_14;3 - audio_01-06-2014_04_14_14 23-30.mp3;23;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_14_14;3 - audio_01-06-2014_04_14_14 24-30.mp3;24;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_14_14;3 - audio_01-06-2014_04_14_14 25-30.mp3;25;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_14_14;3 - audio_01-06-2014_04_14_14 26-30.mp3;26;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_14_14;3 - audio_01-06-2014_04_14_14 27-30.mp3;27;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_14_14;3 - audio_01-06-2014_04_14_14 28-30.mp3;28;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_14_14;3 - audio_01-06-2014_04_14_14 29-30.mp3;29;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_14_14;3 - audio_01-06-2014_04_14_14 30-30.mp3;30;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_19_14;3 - audio_01-06-2014_04_19_14 01-30.mp3;1;0;0;0;0;0;0;29,39913829;305,1177598;-1,634698192;0;0;0;
listens3;01/06/14;04_19_14;3 - audio_01-06-2014_04_19_14 02-30.mp3;2;0;0;0;0;0;0;31,11308121;303,4807264;-1,638450184;0;0;0;
listens3;01/06/14;04_19_14;3 - audio_01-06-2014_04_19_14 03-30.mp3;3;0;0;0;0;0;0;31,00681454;442,2448189;-1,634039664;0;0;0;
listens3;01/06/14;04_19_14;3 - audio_01-06-2014_04_19_14 04-30.mp3;4;0;0;0;0;0;0;30,86349258;442,1832526;-1,628614984;0;0;0;
listens3;01/06/14;04_19_14;3 - audio_01-06-2014_04_19_14 05-30.mp3;5;0;0;0;0;0;0;31,09983453;316,6188543;-1,620188216;0;0;0;
listens3;01/06/14;04_19_14;3 - audio_01-06-2014_04_19_14 06-30.mp3;6;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_19_14;3 - audio_01-06-2014_04_19_14 07-30.mp3;7;0;0;0;0;0;0;31,18571976;442,2835437;-1,611410773;0;0;0;
listens3;01/06/14;04_19_14;3 - audio_01-06-2014_04_19_14 08-30.mp3;8;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_19_14;3 - audio_01-06-2014_04_19_14 09-30.mp3;9;0;0;0;0;0;0;30,94368127;302,704967;-1,635175693;0;0;0;
listens3;01/06/14;04_19_14;3 - audio_01-06-2014_04_19_14 10-30.mp3;10;0;0;0;0;0;0;31,0444197;442,4841258;-1,623638502;0;0;0;
listens3;01/06/14;04_19_14;3 - audio_01-06-2014_04_19_14 11-30.mp3;11;0;0;0;0;0;0;31,03546697;330,5593107;-1,64116588;0;0;0;
listens3;01/06/14;04_19_14;3 - audio_01-06-2014_04_19_14 12-30.mp3;12;0;0;0;0;0;0;31,14329745;442,445885;-1,634086118;0;0;0;
listens3;01/06/14;04_19_14;3 - audio_01-06-2014_04_19_14 13-30.mp3;13;0;0;0;0;0;0;30,93082956;307,7932416;-1,613542315;0;0;0;
listens3;01/06/14;04_19_14;3 - audio_01-06-2014_04_19_14 14-30.mp3;14;0;0;0;0;0;0;31,13302212;442,4841258;-1,625324031;0;0;0;
listens3;01/06/14;04_19_14;3 - audio_01-06-2014_04_19_14 15-30.mp3;15;0;0;0;0;0;0;31,10896488;337,4893969;-1,618568097;0;0;0;
listens3;01/06/14;04_19_14;3 - audio_01-06-2014_04_19_14 16-30.mp3;16;0;0;0;0;0;0;30,95384435;442,6847079;-1,616293246;0;0;0;
listens3;01/06/14;04_19_14;3 - audio_01-06-2014_04_19_14 17-30.mp3;17;0;0;0;0;0;0;31,15169717;442,6847079;-1,629876745;0;0;0;
listens3;01/06/14;04_19_14;3 - audio_01-06-2014_04_19_14 18-30.mp3;18;0;0;0;0;0;0;30,9650482;442,646951;-1,647413289;0;0;0;
listens3;01/06/14;04_19_14;3 - audio_01-06-2014_04_19_14 19-30.mp3;19;0;0;0;0;0;0;31,17275133;301,8760695;-1,597819062;0;0;0;
listens3;01/06/14;04_19_14;3 - audio_01-06-2014_04_19_14 20-30.mp3;20;0;0;0;0;0;0;30,96287893;305,5868385;-1,60914368;0;0;0;
listens3;01/06/14;04_19_14;3 - audio_01-06-2014_04_19_14 21-30.mp3;21;0;0;0;0;0;0;31,02383181;306,4246892;-1,6328698;0;0;0;
listens3;01/06/14;04_19_14;3 - audio_01-06-2014_04_19_14 22-30.mp3;22;0;0;0;0;0;0;31,05768415;301,2743232;-1,621287661;0;0;0;
listens3;01/06/14;04_19_14;3 - audio_01-06-2014_04_19_14 23-30.mp3;23;0;0;0;0;0;0;31,002126;314,5127422;-1,647955456;0;0;0;
listens3;01/06/14;04_19_14;3 - audio_01-06-2014_04_19_14 24-30.mp3;24;0;0;0;0;0;0;31,1219396;307,1284205;-1,626612143;0;0;0;
listens3;01/06/14;04_19_14;3 - audio_01-06-2014_04_19_14 25-30.mp3;25;0;0;0;0;0;0;31,13734788;301,6754874;-1,635218587;0;0;0;
listens3;01/06/14;04_19_14;3 - audio_01-06-2014_04_19_14 26-30.mp3;26;0;0;0;0;0;0;30,92909986;319,7278769;-1,638456518;0;0;0;
listens3;01/06/14;04_19_14;3 - audio_01-06-2014_04_19_14 27-30.mp3;27;0;0;0;0;0;0;30,96648661;300,8953723;-1,641767138;0;0;0;
listens3;01/06/14;04_19_14;3 - audio_01-06-2014_04_19_14 28-30.mp3;28;0;0;0;0;0;0;31,017049;442,6847079;-1,618161992;0;0;0;
listens3;01/06/14;04_19_14;3 - audio_01-06-2014_04_19_14 29-30.mp3;29;0;0;0;0;0;0;31,25402533;442,6847079;-1,644730436;0;0;0;
listens3;01/06/14;04_19_14;3 - audio_01-06-2014_04_19_14 30-30.mp3;30;0;0;0;0;0;0;30,99709795;300,2122598;-1,637608627;0;0;0;
listens3;01/06/14;04_24_15;3 - audio_01-06-2014_04_24_15 01-13.mp3;1;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_24_15;3 - audio_01-06-2014_04_24_15 02-13.mp3;2;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_24_15;3 - audio_01-06-2014_04_24_15 03-13.mp3;3;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_24_15;3 - audio_01-06-2014_04_24_15 04-13.mp3;4;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_24_15;3 - audio_01-06-2014_04_24_15 05-13.mp3;5;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_24_15;3 - audio_01-06-2014_04_24_15 06-13.mp3;6;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_24_15;3 - audio_01-06-2014_04_24_15 07-13.mp3;7;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_24_15;3 - audio_01-06-2014_04_24_15 08-13.mp3;8;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_24_15;3 - audio_01-06-2014_04_24_15 09-13.mp3;9;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_24_15;3 - audio_01-06-2014_04_24_15 10-13.mp3;10;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_24_15;3 - audio_01-06-2014_04_24_15 11-13.mp3;11;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_24_15;3 - audio_01-06-2014_04_24_15 12-13.mp3;12;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_24_15;3 - audio_01-06-2014_04_24_15 13-13.mp3;13;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;12_08_25;3 - audio_01-06-2014_12_08_25 1-6.mp3;1;0;1;0;0;1;0;51,49534860653;534,03147940644;-2,81049995656;1;0;;
listens3;01/06/14;12_08_25;3 - audio_01-06-2014_12_08_25 2-6.mp3;2;0;1;0;0;0;0;;;;1;;;
listens3;01/06/14;12_08_25;3 - audio_01-06-2014_12_08_25 3-6.mp3;3;0;1;0;1;1;0;47,87773770153;300,39270716612;-3,20649067040;1;0;;
listens3;01/06/14;12_08_25;3 - audio_01-06-2014_12_08_25 4-6.mp3;4;0;0;0;0;0;0;36,72246984658;337,57968437570;-1,78262097882;0;0;0;
listens3;01/06/14;12_08_25;3 - audio_01-06-2014_12_08_25 5-6.mp3;5;0;1;0;1;0;0;41,01708611597;550,09642566866;-2,51358057575;1;0;;
listens3;01/06/14;12_08_25;3 - audio_01-06-2014_12_08_25 6-6.mp3;6;0;0;0;0;0;0;38,90965513624;337,44840694429;-1,86778358472;0;0;0;
listens3;01/06/14;12_09_23;audio_01-06-20124_12_09_23.mp3;1;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;12_13_35;3 - audio_01-06-2014_12_13_35 01-30.mp3;1;0;1;0;1;0;0;57,40567915077;312,35613827481;-2,70023114100;1;0;;
listens3;01/06/14;12_13_35;3 - audio_01-06-2014_12_13_35 02-30.mp3;2;0;1;0;1;0;0;50,42934272896;325,94592222847;-5,02431937459;1;0;;
listens3;01/06/14;12_13_35;3 - audio_01-06-2014_12_13_35 03-30.mp3;3;0;1;0;1;0;0;50,23152707992;318,68971945000;-2,70889196843;1;0;;
listens3;01/06/14;12_13_35;3 - audio_01-06-2014_12_13_35 04-30.mp3;4;0;1;0;1;0;0;;;;1;;;
listens3;01/06/14;12_13_35;3 - audio_01-06-2014_12_13_35 05-30.mp3;5;0;1;0;1;0;0;51,44703184199;300,17112160917;-3,84839036108;1;0;;
listens3;01/06/14;12_13_35;3 - audio_01-06-2014_12_13_35 06-30.mp3;6;0;0;0;1;0;1;40,97569783481;406,15345948833;-5,95036382147;1;0;;
listens3;01/06/14;12_13_35;3 - audio_01-06-2014_12_13_35 07-30.mp3;7;0;0;0;0;0;0;38,97633635200;343,89802071428;-1,58048410269;0;0;0;
listens3;01/06/14;12_13_35;3 - audio_01-06-2014_12_13_35 08-30.mp3;8;0;0;0;0;0;0;44,20699444727;315,51565271716;-1,91782995146;0;0;0;
listens3;01/06/14;12_13_35;3 - audio_01-06-2014_12_13_35 09-30.mp3;9;0;1;0;1;0;0;45,37863593562;572,93776376831;-3,41972544260;1;0;;
listens3;01/06/14;12_13_35;3 - audio_01-06-2014_12_13_35 10-30.mp3;10;0;1;0;1;0;0;46,55662367620;333,96920646794;-2,71808569356;1;0;;
listens3;01/06/14;12_13_35;3 - audio_01-06-2014_12_13_35 11-30.mp3;11;0;0;0;0;0;0;43,03171010947;442,28354370078;-2,49931791533;0;0;0;
listens3;01/06/14;12_13_35;3 - audio_01-06-2014_12_13_35 12-30.mp3;12;0;1;0;1;0;0;48,96633517923;301,09643840781;-3,70559955566;1;0;;
listens3;01/06/14;12_13_35;3 - audio_01-06-2014_12_13_35 13-30.mp3;13;0;1;0;1;0;0;43,74099776057;324,74242959255;-4,26168133095;1;0;;
listens3;01/06/14;12_13_35;3 - audio_01-06-2014_12_13_35 14-30.mp3;14;0;1;0;1;0;0;;;;1;;;
listens3;01/06/14;12_13_35;3 - audio_01-06-2014_12_13_35 15-30.mp3;15;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;12_13_35;3 - audio_01-06-2014_12_13_35 16-30.mp3;16;0;0;0;0;0;0;46,77170582373;349,11315546994;-2,08615904705;0;0;0;
listens3;01/06/14;12_13_35;3 - audio_01-06-2014_12_13_35 17-30.mp3;17;0;0;0;0;0;0;43,92261532949;404,57410777527;-2,07145098106;0;0;0;
listens3;01/06/14;12_13_35;3 - audio_01-06-2014_12_13_35 18-30.mp3;18;0;1;0;1;0;0;55,62411257777;437,85152527463;-1,41297747876;1;0;;
listens3;01/06/14;12_13_35;3 - audio_01-06-2014_12_13_35 19-30.mp3;19;0;1;0;1;0;0;50,24450576112;319,22642167791;-5,98742556929;1;0;;
listens3;01/06/14;12_13_35;3 - audio_01-06-2014_12_13_35 20-30.mp3;20;0;1;0;1;0;0;49,11604288453;437,16869999812;-1,40880953871;1;0;;
listens3;01/06/14;12_13_35;3 - audio_01-06-2014_12_13_35 21-30.mp3;21;0;0;0;0;0;0;43,90219131033;343,82297808170;-2,35564990322;0;0;0;
listens3;01/06/14;12_13_35;3 - audio_01-06-2014_12_13_35 22-30.mp3;22;0;0;0;0;0;0;45,62039933975;300,17112160917;-1,96066957062;0;0;0;
listens3;01/06/14;12_13_35;3 - audio_01-06-2014_12_13_35 23-30.mp3;23;0;0;0;0;0;0;42,63271686481;343,79772966129;-2,49792048843;0;;0;
listens3;01/06/14;12_13_35;3 - audio_01-06-2014_12_13_35 24-30.mp3;24;0;0;0;0;0;0;58,03408839947;359,85799708873;-1,18547740234;0;;0;
listens3;01/06/14;12_13_35;3 - audio_01-06-2014_12_13_35 25-30.mp3;25;0;0;0;0;0;0;53,39412290158;302,77868898700;-1,41461195547;0;;0;
listens3;01/06/14;12_13_35;3 - audio_01-06-2014_12_13_35 26-30.mp3;26;0;0;0;0;0;0;59,40175151757;310,80197322647;-1,86640634110;0;;0;
listens3;01/06/14;12_13_35;3 - audio_01-06-2014_12_13_35 27-30.mp3;27;0;0;0;0;0;0;57,21151452778;300,89537233875;-1,85223236738;0;;0;
listens3;01/06/14;12_13_35;3 - audio_01-06-2014_12_13_35 28-30.mp3;28;0;0;0;0;0;0;59,26880770453;302,37752477502;-2,01585002164;0;;0;
listens3;01/06/14;12_13_35;3 - audio_01-06-2014_12_13_35 29-30.mp3;29;0;0;0;0;0;0;61,83391708757;301,47490529808;-1,71705982856;0;;0;
listens3;01/06/14;12_13_35;3 - audio_01-06-2014_12_13_35 30-30.mp3;30;0;0;0;0;0;0;54,85621897997;300,11148365641;-1,77572668210;0;;0;
listens3;01/06/14;12_18_35;3 - audio_01-06-2014_12_18_35 01-30.mp3;1;0;0;0;0;0;0;49,94137393876;329,14515504079;-4,32336889702;0;;0;
listens3;01/06/14;12_18_35;3 - audio_01-06-2014_12_18_35 02-30.mp3;2;0;0;0;0;0;0;55,18840081784;301,77577845706;-2,62361956289;0;;0;
listens3;01/06/14;12_18_35;3 - audio_01-06-2014_12_18_35 03-30.mp3;3;0;0;0;1;0;0;59,89873566722;304,71562765077;-2,19014606313;0;;0;
listens3;01/06/14;12_18_35;3 - audio_01-06-2014_12_18_35 04-30.mp3;4;0;0;0;0;0;0;56,64626028343;328,95465381827;-2,16707951798;0;;0;
listens3;01/06/14;12_18_35;3 - audio_01-06-2014_12_18_35 05-30.mp3;5;0;0;1;0;0;0;57,80706140767;318,32380220097;-3,23695756420;1;;;
listens3;01/06/14;12_18_35;3 - audio_01-06-2014_12_18_35 06-30.mp3;6;0;0;1;0;0;0;55,02834231700;306,12309013415;-3,28614682661;1;0;;
listens3;01/06/14;12_18_35;3 - audio_01-06-2014_12_18_35 07-30.mp3;7;0;0;1;0;0;0;;;;1;;;
listens3;01/06/14;12_18_35;3 - audio_01-06-2014_12_18_35 08-30.mp3;8;0;0;1;0;0;0;;;;1;;;
listens3;01/06/14;12_18_35;3 - audio_01-06-2014_12_18_35 09-30.mp3;9;0;0;1;0;0;0;;;;1;;;
listens3;01/06/14;12_18_35;3 - audio_01-06-2014_12_18_35 10-30.mp3;10;0;0;1;0;0;0;52,64062635403;328,05203434133;-2,39998847497;1;0;;
listens3;01/06/14;12_18_35;3 - audio_01-06-2014_12_18_35 11-30.mp3;11;0;0;1;0;0;0;;;;1;;;
listens3;01/06/14;12_18_35;3 - audio_01-06-2014_12_18_35 12-30.mp3;12;0;0;1;0;0;0;36,11090181546;599,98115005603;-1,83940686066;1;0;;
listens3;01/06/14;12_18_35;3 - audio_01-06-2014_12_18_35 13-30.mp3;13;0;0;1;0;0;0;35,57439938890;322,33544432071;-1,88920887856;1;0;;
listens3;01/06/14;12_18_35;3 - audio_01-06-2014_12_18_35 14-30.mp3;14;0;0;1;0;0;0;;;;1;;;
listens3;01/06/14;12_18_35;3 - audio_01-06-2014_12_18_35 15-30.mp3;15;0;0;1;0;0;0;;;;1;;;
listens3;01/06/14;12_18_35;3 - audio_01-06-2014_12_18_35 16-30.mp3;16;0;0;1;0;0;0;;;;1;;;
listens3;01/06/14;12_18_35;3 - audio_01-06-2014_12_18_35 17-30.mp3;17;0;0;1;0;0;0;36,68204758238;309,29760743157;-1,96254325428;1;0;;
listens3;01/06/14;12_18_35;3 - audio_01-06-2014_12_18_35 18-30.mp3;18;0;0;1;0;0;0;43,81834147767;440,23415819292;-2,34825914625;1;0;;
listens3;01/06/14;12_18_35;3 - audio_01-06-2014_12_18_35 19-30.mp3;19;0;0;1;0;0;0;;;;1;;;
listens3;01/06/14;12_18_35;3 - audio_01-06-2014_12_18_35 20-30.mp3;20;0;0;1;0;0;0;;;;1;;;
listens3;01/06/14;12_18_35;3 - audio_01-06-2014_12_18_35 21-30.mp3;21;0;0;1;0;0;0;;;;1;;;
listens3;01/06/14;12_18_35;3 - audio_01-06-2014_12_18_35 22-30.mp3;22;0;0;1;0;0;0;;;;1;;;
listens3;01/06/14;12_18_35;3 - audio_01-06-2014_12_18_35 23-30.mp3;23;0;0;1;0;0;0;47,75249655031;978,64009510935;-2,03317996658;1;0;;
listens3;01/06/14;12_18_35;3 - audio_01-06-2014_12_18_35 24-30.mp3;24;0;0;1;0;0;0;49,26341725636;308,13375082469;-6,25962714445;1;0;;
listens3;01/06/14;12_18_35;3 - audio_01-06-2014_12_18_35 25-30.mp3;25;0;0;1;0;0;0;38,08472452872;303,17985319897;-2,14863836669;1;0;;
listens3;01/06/14;12_18_35;3 - audio_01-06-2014_12_18_35 26-30.mp3;26;0;0;1;0;0;0;40,19830638863;300,77286792713;-2,20529049624;1;0;;
listens3;01/06/14;12_18_35;3 - audio_01-06-2014_12_18_35 27-30.mp3;27;0;0;1;0;0;0;37,85681726516;301,29750447686;-2,36587918225;1;0;;
listens3;01/06/14;12_18_35;3 - audio_01-06-2014_12_18_35 28-30.mp3;28;0;0;1;0;0;0;42,69458828260;300,17112160917;-1,92813220443;1;0;;
listens3;01/06/14;12_18_35;3 - audio_01-06-2014_12_18_35 29-30.mp3;29;0;0;1;0;0;0;;;;1;;;
listens3;01/06/14;12_18_35;3 - audio_01-06-2014_12_18_35 30-30.mp3;30;0;0;1;0;0;0;37,58063825218;300,81691696252;-2,33198598299;1;;;
listens3;01/06/14;12_23_37;3 - audio_01-06-2014_12_23_37 01-30.mp3;1;0;0;1;0;0;0;49,94137394;329,145155;-4,323368897;1;;;
listens3;01/06/14;12_23_37;3 - audio_01-06-2014_12_23_37 02-30.mp3;2;0;0;1;0;0;0;55,18840082;301,7757785;-2,623619563;1;;;
listens3;01/06/14;12_23_37;3 - audio_01-06-2014_12_23_37 03-30.mp3;3;0;0;1;0;0;0;59,89873567;304,7156277;-2,190146063;1;;;
listens3;01/06/14;12_23_37;3 - audio_01-06-2014_12_23_37 04-30.mp3;4;0;0;1;0;0;0;56,64626028;328,9546538;-2,167079518;1;;;
listens3;01/06/14;12_23_37;3 - audio_01-06-2014_12_23_37 05-30.mp3;5;0;0;1;0;0;0;57,80706141;318,3238022;-3,236957564;1;;;
listens3;01/06/14;12_23_37;3 - audio_01-06-2014_12_23_37 06-30.mp3;6;0;0;1;0;0;0;55,02834232;306,1230901;-3,286146827;1;;;
listens3;01/06/14;12_23_37;3 - audio_01-06-2014_12_23_37 07-30.mp3;7;0;0;1;0;0;0;;;;1;;;
listens3;01/06/14;12_23_37;3 - audio_01-06-2014_12_23_37 08-30.mp3;8;0;0;1;0;0;0;56,43637649;312,8077943;-1,686511759;1;;;
listens3;01/06/14;12_23_37;3 - audio_01-06-2014_12_23_37 09-30.mp3;9;0;0;0;0;0;0;50,95876495;300,5937732;-4,330561726;0;;0;
listens3;01/06/14;12_23_37;3 - audio_01-06-2014_12_23_37 10-30.mp3;10;0;0;0;0;0;0;52,64062635;328,0520343;-2,399988475;0;;0;
listens3;01/06/14;12_23_37;3 - audio_01-06-2014_12_23_37 11-30.mp3;11;0;1;0;1;0;0;;;;1;;;
listens3;01/06/14;12_23_37;3 - audio_01-06-2014_12_23_37 12-30.mp3;12;0;0;0;0;0;0;36,11090182;599,9811501;-1,839406861;0;;0;
listens3;01/06/14;12_23_37;3 - audio_01-06-2014_12_23_37 13-30.mp3;13;0;0;0;0;0;0;35,57439939;322,3354443;-1,889208879;0;;0;
listens3;01/06/14;12_23_37;3 - audio_01-06-2014_12_23_37 14-30.mp3;14;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;12_23_37;3 - audio_01-06-2014_12_23_37 15-30.mp3;15;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;12_23_37;3 - audio_01-06-2014_12_23_37 16-30.mp3;16;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;12_23_37;3 - audio_01-06-2014_12_23_37 17-30.mp3;17;0;0;0;0;0;0;36,68204758;309,2976074;-1,962543254;0;;0;
